source_dataset,message_id,subject,body,combined_text,from_address,from_domain,reply_to_address,reply_to_domain,return_path_domain,message_id_domain,html_content,label
bundled_local,EMAIL_000032,Congratulations! You've Won a Prize,Congratulations! You've won $5000. Claim your prize: bit.ly/dkypud,Congratulations! You've Won a Prize Congratulations! You've won $5000. Claim your prize: bit.ly/dkypud,noreply@amaz0n-security.com,amaz0n-security.com,,,,,,1
bundled_local,EMAIL_000455,Congratulations! You've Won a Prize,Confirm receipt of package: bit.ly/pv5wh0,Congratulations! You've Won a Prize Confirm receipt of package: bit.ly/pv5wh0,support@paypa1-verify.com,paypa1-verify.com,,,,,,1
bundled_local,EMAIL_000782,Password Changed Successfully,Here's the monthly report with our latest metrics and performance analysis.,Password Changed Successfully Here's the monthly report with our latest metrics and performance analysis.,team@workplace.com,workplace.com,,,,,,0
bundled_local,EMAIL_000155,Your Account Has Been Compromised,PayPal security alert. Confirm your information: bit.ly/bcz8lh,Your Account Has Been Compromised PayPal security alert. Confirm your information: bit.ly/bcz8lh,help@applesupport-verify.net,applesupport-verify.net,,,,,,1
bundled_local,EMAIL_000076,Bank Security Alert,Your Microsoft account needs immediate attention: bit.ly/b1n1fz,Bank Security Alert Your Microsoft account needs immediate attention: bit.ly/b1n1fz,admin@bank-security-check.xyz,bank-security-check.xyz,,,,,,1
bundled_local,EMAIL_000081,Your Account Has Been Compromised,Your Netflix subscription needs updating: bit.ly/1yntfl,Your Account Has Been Compromised Your Netflix subscription needs updating: bit.ly/1yntfl,security@google-account.tk,google-account.tk,,,,,,1
bundled_local,EMAIL_000319,Refund Pending - Claim Now,PayPal security alert. Confirm your information: bit.ly/rjk8hq,Refund Pending - Claim Now PayPal security alert. Confirm your information: bit.ly/rjk8hq,verify@micros0ft-account.ru,micros0ft-account.ru,,,,,,1
bundled_local,EMAIL_000763,Annual Leave Request Approved,Here's the monthly report with our latest metrics and performance analysis.,Annual Leave Request Approved Here's the monthly report with our latest metrics and performance analysis.,admin@project.com,project.com,,,,,,0
bundled_local,EMAIL_000130,Confirm Your Identity Now,Congratulations! You've won $5000. Claim your prize: bit.ly/7ko5wr,Confirm Your Identity Now Congratulations! You've won $5000. Claim your prize: bit.ly/7ko5wr,noreply@amaz0n-security.com,amaz0n-security.com,,,,,,1
bundled_local,EMAIL_000982,New Feature Release Notes,Thank you for attending our webinar. Here's the recording link.,New Feature Release Notes Thank you for attending our webinar. Here's the recording link.,team@workplace.com,workplace.com,,,,,,0
bundled_local,EMAIL_000160,Your Package Delivery Failed,We noticed unusual activity. Please confirm your password: bit.ly/991rn3,Your Package Delivery Failed We noticed unusual activity. Please confirm your password: bit.ly/991rn3,admin@bank-security-check.xyz,bank-security-check.xyz,,,,,,1
bundled_local,EMAIL_000885,Welcome to Our Newsletter,Attached is the updated project timeline. Please review and provide feedback.,Welcome to Our Newsletter Attached is the updated project timeline. Please review and provide feedback.,notifications@app.com,app.com,,,,,,0
bundled_local,EMAIL_000234,Your Package Delivery Failed,Amazon detected unauthorized access. Verify your account: bit.ly/d8r6c1,Your Package Delivery Failed Amazon detected unauthorized access. Verify your account: bit.ly/d8r6c1,verify@micros0ft-account.ru,micros0ft-account.ru,,,,,,1
bundled_local,EMAIL_000560,Your Order Confirmation,We've improved our security. No action needed from you.,Your Order Confirmation We've improved our security. No action needed from you.,support@service.com,service.com,,,,,,0
bundled_local,EMAIL_000820,Welcome to Our Newsletter,Here's the monthly report with our latest metrics and performance analysis.,Welcome to Our Newsletter Here's the monthly report with our latest metrics and performance analysis.,admin@project.com,project.com,,,,,,0
bundled_local,EMAIL_000276,Action Required: Unusual Activity Detected,Your payment method has expired. Update it now: bit.ly/08wb1o,Action Required: Unusual Activity Detected Your payment method has expired. Update it now: bit.ly/08wb1o,noreply@amaz0n-security.com,amaz0n-security.com,,,,,,1
bundled_local,EMAIL_000433,Click Here to Confirm Your Password,Your payment method has expired. Update it now: bit.ly/76l68u,Click Here to Confirm Your Password Your payment method has expired. Update it now: bit.ly/76l68u,support@paypa1-verify.com,paypa1-verify.com,,,,,,1
bundled_local,EMAIL_000720,Project Update - Q3 Results,Attached is the updated project timeline. Please review and provide feedback.,Project Update - Q3 Results Attached is the updated project timeline. Please review and provide feedback.,orders@store.com,store.com,,,,,,0
bundled_local,EMAIL_000403,Your Package Delivery Failed,Your payment method has expired. Update it now: bit.ly/iynwjj,Your Package Delivery Failed Your payment method has expired. Update it now: bit.ly/iynwjj,security@google-account.tk,google-account.tk,,,,,,1
bundled_local,EMAIL_000207,Update Payment Method Required,Your Microsoft account needs immediate attention: bit.ly/b41oj9,Update Payment Method Required Your Microsoft account needs immediate attention: bit.ly/b41oj9,security@google-account.tk,google-account.tk,,,,,,1
bundled_local,EMAIL_000140,Bank Security Alert,Click here immediately to verify your account before it gets suspended: bit.ly/i6slbz,Bank Security Alert Click here immediately to verify your account before it gets suspended: bit.ly/i6slbz,support@paypa1-verify.com,paypa1-verify.com,,,,,,1
bundled_local,EMAIL_000196,Update Payment Method Required,Your payment method has expired. Update it now: bit.ly/3fc05l,Update Payment Method Required Your payment method has expired. Update it now: bit.ly/3fc05l,noreply@amaz0n-security.com,amaz0n-security.com,,,,,,1
bundled_local,EMAIL_000293,Your Account Has Been Compromised,We noticed unusual activity. Please confirm your password: bit.ly/yl06z1,Your Account Has Been Compromised We noticed unusual activity. Please confirm your password: bit.ly/yl06z1,admin@bank-security-check.xyz,bank-security-check.xyz,,,,,,1
bundled_local,EMAIL_000404,Your Account Has Been Compromised,Confirm receipt of package: bit.ly/bzncur,Your Account Has Been Compromised Confirm receipt of package: bit.ly/bzncur,support@paypa1-verify.com,paypa1-verify.com,,,,,,1
bundled_local,EMAIL_000873,Your Reservation Confirmation,Attached is the updated project timeline. Please review and provide feedback.,Your Reservation Confirmation Attached is the updated project timeline. Please review and provide feedback.,support@service.com,service.com,,,,,,0
bundled_local,EMAIL_000255,Congratulations! You've Won a Prize,Your Microsoft account needs immediate attention: bit.ly/jy6z1u,Congratulations! You've Won a Prize Your Microsoft account needs immediate attention: bit.ly/jy6z1u,admin@bank-security-check.xyz,bank-security-check.xyz,,,,,,1
bundled_local,EMAIL_000307,Action Required: Unusual Activity Detected,We noticed unusual activity. Please confirm your password: bit.ly/ewnh4b,Action Required: Unusual Activity Detected We noticed unusual activity. Please confirm your password: bit.ly/ewnh4b,verify@micros0ft-account.ru,micros0ft-account.ru,,,,,,1
bundled_local,EMAIL_000372,Your Account Has Been Compromised,Amazon detected unauthorized access. Verify your account: bit.ly/d2zwo7,Your Account Has Been Compromised Amazon detected unauthorized access. Verify your account: bit.ly/d2zwo7,support@paypa1-verify.com,paypa1-verify.com,,,,,,1
bundled_local,EMAIL_000429,Bank Security Alert,Click here immediately to verify your account before it gets suspended: bit.ly/oaj6b4,Bank Security Alert Click here immediately to verify your account before it gets suspended: bit.ly/oaj6b4,support@paypa1-verify.com,paypa1-verify.com,,,,,,1
bundled_local,EMAIL_000631,Project Update - Q3 Results,Welcome to our subscriber community. You'll receive weekly updates on new features.,Project Update - Q3 Results Welcome to our subscriber community. You'll receive weekly updates on new features.,support@service.com,service.com,,,,,,0
bundled_local,EMAIL_000745,Your Reservation Confirmation,Here's the monthly report with our latest metrics and performance analysis.,Your Reservation Confirmation Here's the monthly report with our latest metrics and performance analysis.,newsletter@brand.com,brand.com,,,,,,0
bundled_local,EMAIL_000401,Your Package Delivery Failed,We noticed unusual activity. Please confirm your password: bit.ly/d3q003,Your Package Delivery Failed We noticed unusual activity. Please confirm your password: bit.ly/d3q003,support@paypa1-verify.com,paypa1-verify.com,,,,,,1
