email_id,sender,subject,body,timestamp,word_count,has_links,suspicious_links_count,urgency_indicators_count,suspicious_keywords_count,has_sender_spoofing,has_capitals_excessive,label
EMAIL_000010,noreply@amaz0n-security.com,Your Account Has Been Compromised,Confirm receipt of package: bit.ly/du522k,2026-07-15T04:19:18.557496,5,1,1,3,1,0,0,phishing
EMAIL_000975,support@service.com,Meeting Tomorrow at 2PM,We've improved our security. No action needed from you.,2026-07-24T04:19:18.585846,9,0,0,1,0,0,0,legitimate
EMAIL_000194,support@paypa1-verify.com,Action Required: Unusual Activity Detected,Confirm receipt of package: bit.ly/azgwf0,2026-07-21T04:19:18.565562,5,1,3,1,1,1,0,phishing
EMAIL_000819,team@workplace.com,Meeting Tomorrow at 2PM,Thank you for attending our webinar. Here's the recording link.,2026-07-03T04:19:18.581306,10,0,0,0,0,0,0,legitimate
EMAIL_000684,newsletter@brand.com,Monthly Report Attached,Thank you for your order! Your item will be shipped within 2 business days.,2026-07-16T04:19:18.578561,14,0,0,1,0,0,0,legitimate
EMAIL_000509,orders@store.com,Welcome to Our Newsletter,Your subscription has been renewed. Thank you for your continued support.,2026-07-07T04:19:18.575089,11,0,0,0,0,0,0,legitimate
EMAIL_000925,noreply@company.com,Your Order Confirmation,The team meeting has been rescheduled to Friday at 3 PM. See you then!,2026-07-20T04:19:18.583425,14,0,0,0,1,0,0,legitimate
EMAIL_000635,admin@project.com,Welcome to Our Newsletter,The team meeting has been rescheduled to Friday at 3 PM. See you then!,2026-07-28T04:19:18.577590,14,0,0,1,0,0,0,legitimate
EMAIL_000462,support@paypa1-verify.com,Action Required: Unusual Activity Detected,IRS tax refund ready for pickup. Claim here: bit.ly/28ckzj,2026-07-12T04:19:18.573986,9,1,1,3,1,1,0,phishing
EMAIL_000644,admin@project.com,Your Order Confirmation,The team meeting has been rescheduled to Friday at 3 PM. See you then!,2026-07-03T04:19:18.577740,14,0,0,1,1,0,0,legitimate
EMAIL_000100,help@applesupport-verify.net,Confirm Your Identity Now,Your Netflix subscription needs updating: bit.ly/6xptoo,2026-07-28T04:19:18.559664,6,1,1,1,1,1,0,phishing
EMAIL_000738,support@service.com,Password Changed Successfully,Welcome to our subscriber community. You'll receive weekly updates on new features.,2026-07-19T04:19:18.579664,12,0,0,0,1,0,0,legitimate
EMAIL_000821,newsletter@brand.com,Welcome to Our Newsletter,Welcome to our subscriber community. You'll receive weekly updates on new features.,2026-07-12T04:19:18.581338,12,0,0,1,0,0,0,legitimate
EMAIL_000159,noreply@amaz0n-security.com,Click Here to Confirm Your Password,We noticed unusual activity. Please confirm your password: bit.ly/zufy01,2026-07-16T04:19:18.564690,9,1,3,1,2,1,0,phishing
EMAIL_000366,security@google-account.tk,Congratulations! You've Won a Prize,We noticed unusual activity. Please confirm your password: bit.ly/vhi0ni,2026-07-04T04:19:18.571606,9,1,3,2,3,1,0,phishing
EMAIL_000780,admin@project.com,Team Lunch This Friday,Welcome to our subscriber community. You'll receive weekly updates on new features.,2026-07-22T04:19:18.580430,12,0,0,0,0,0,0,legitimate
EMAIL_000718,support@service.com,Monthly Report Attached,Your subscription has been renewed. Thank you for your continued support.,2026-07-28T04:19:18.579245,11,0,0,0,0,0,0,legitimate
EMAIL_000188,noreply@amaz0n-security.com,Update Payment Method Required,PayPal security alert. Confirm your information: bit.ly/iq4vc8,2026-07-08T04:19:18.565474,7,1,3,4,2,1,0,phishing
EMAIL_000917,notifications@app.com,Monthly Report Attached,Welcome to our subscriber community. You'll receive weekly updates on new features.,2026-07-03T04:19:18.583318,12,0,0,1,0,0,0,legitimate
EMAIL_000315,security@google-account.tk,Click Here to Confirm Your Password,Click here immediately to verify your account before it gets suspended: bit.ly/lxdpdf,2026-07-10T04:19:18.568408,12,1,1,4,3,1,0,phishing
EMAIL_000313,admin@bank-security-check.xyz,Your Package Delivery Failed,Click here immediately to verify your account before it gets suspended: bit.ly/hdkrb4,2026-07-24T04:19:18.568377,12,1,1,2,2,0,0,phishing
EMAIL_000800,noreply@company.com,Project Update - Q3 Results,Thank you for attending our webinar. Here's the recording link.,2026-07-02T04:19:18.580887,10,0,0,0,0,0,0,legitimate
EMAIL_000787,orders@store.com,Welcome to Our Newsletter,Welcome to our subscriber community. You'll receive weekly updates on new features.,2026-07-04T04:19:18.580599,12,0,0,1,0,0,0,legitimate
EMAIL_000495,verify@micros0ft-account.ru,Your Package Delivery Failed,Confirm receipt of package: bit.ly/77ubfr,2026-07-28T04:19:18.574807,5,1,3,4,1,1,0,phishing
EMAIL_000184,noreply@amaz0n-security.com,Action Required: Unusual Activity Detected,Confirm receipt of package: bit.ly/q1ycxf,2026-07-18T04:19:18.565369,5,1,3,1,1,1,0,phishing
EMAIL_000526,notifications@app.com,Meeting Tomorrow at 2PM,Welcome to our subscriber community. You'll receive weekly updates on new features.,2026-07-09T04:19:18.575428,12,0,0,0,0,0,0,legitimate
EMAIL_000205,help@applesupport-verify.net,Confirm Your Identity Now,Confirm receipt of package: bit.ly/dmlpd6,2026-07-09T04:19:18.565797,5,1,3,5,1,1,0,phishing
EMAIL_000063,noreply@amaz0n-security.com,Your Package Delivery Failed,Amazon detected unauthorized access. Verify your account: bit.ly/in88oz,2026-07-22T04:19:18.558800,8,1,1,4,1,1,0,phishing
EMAIL_000949,noreply@company.com,Meeting Tomorrow at 2PM,Your subscription has been renewed. Thank you for your continued support.,2026-07-10T04:19:18.585284,11,0,0,1,0,0,0,legitimate
EMAIL_000110,admin@bank-security-check.xyz,Urgent: Verify Your Account,Your payment method has expired. Update it now: bit.ly/z0vov2,2026-07-05T04:19:18.559863,9,1,1,2,3,0,0,phishing
EMAIL_000146,admin@bank-security-check.xyz,Urgent: Verify Your Account,Amazon detected unauthorized access. Verify your account: bit.ly/5d3ini,2026-06-29T04:19:18.560616,8,1,1,5,2,1,0,phishing
EMAIL_000111,security@google-account.tk,Your Package Delivery Failed,IRS tax refund ready for pickup. Claim here: bit.ly/57cbsx,2026-07-14T04:19:18.559876,9,1,1,5,1,1,0,phishing
EMAIL_000232,support@paypa1-verify.com,Your Package Delivery Failed,We noticed unusual activity. Please confirm your password: bit.ly/wz4l0f,2026-07-11T04:19:18.566452,9,1,3,2,1,0,0,phishing
EMAIL_000004,verify@micros0ft-account.ru,Your Package Delivery Failed,Confirm receipt of package: bit.ly/i3ajis,2026-07-25T04:19:18.557361,5,1,3,5,1,1,0,phishing
EMAIL_000974,noreply@company.com,Monthly Report Attached,Welcome to our subscriber community. You'll receive weekly updates on new features.,2026-07-26T04:19:18.585830,12,0,0,0,0,0,0,legitimate
EMAIL_000931,notifications@app.com,Welcome to Our Newsletter,Thank you for your order! Your item will be shipped within 2 business days.,2026-07-23T04:19:18.583643,14,0,0,1,0,0,0,legitimate
EMAIL_000985,noreply@company.com,Your Reservation Confirmation,"Hi, just wanted to follow up on our discussion. Looking forward to the meeting tomorrow.",2026-07-21T04:19:18.586061,15,0,0,0,1,0,0,legitimate
EMAIL_000562,orders@store.com,Your Reservation Confirmation,Thank you for your order! Your item will be shipped within 2 business days.,2026-07-04T04:19:18.576182,14,0,0,1,1,0,0,legitimate
EMAIL_000978,support@service.com,Your Order Confirmation,"Your password has been successfully changed. If this wasn't you, contact support.",2026-07-16T04:19:18.585924,12,0,0,0,1,0,0,legitimate
EMAIL_000237,support@paypa1-verify.com,Your Package Delivery Failed,Amazon detected unauthorized access. Verify your account: bit.ly/99qko9,2026-07-22T04:19:18.566564,8,1,3,4,1,1,0,phishing
EMAIL_000201,support@paypa1-verify.com,Confirm Your Identity Now,Your Netflix subscription needs updating: bit.ly/50gj0d,2026-07-28T04:19:18.565732,6,1,1,4,1,0,0,phishing
EMAIL_000427,verify@micros0ft-account.ru,Your Account Has Been Compromised,Click here immediately to verify your account before it gets suspended: bit.ly/zc6sxl,2026-07-11T04:19:18.573054,12,1,3,5,2,0,0,phishing
EMAIL_000050,noreply@amaz0n-security.com,Action Required: Unusual Activity Detected,Amazon detected unauthorized access. Verify your account: bit.ly/yrpqqp,2026-07-19T04:19:18.558483,8,1,2,1,1,0,0,phishing
EMAIL_000219,support@paypa1-verify.com,Click Here to Confirm Your Password,Click here immediately to verify your account before it gets suspended: bit.ly/k31n6n,2026-07-14T04:19:18.566168,12,1,2,3,3,1,0,phishing
EMAIL_000299,noreply@amaz0n-security.com,Update Payment Method Required,Your payment method has expired. Update it now: bit.ly/73w24h,2026-07-05T04:19:18.568044,9,1,3,2,1,1,0,phishing
EMAIL_000117,support@paypa1-verify.com,Your Account Has Been Compromised,We noticed unusual activity. Please confirm your password: bit.ly/h7r3vt,2026-07-17T04:19:18.560058,9,1,2,3,1,0,0,phishing
EMAIL_000292,noreply@amaz0n-security.com,Refund Pending - Claim Now,We noticed unusual activity. Please confirm your password: bit.ly/20f90a,2026-07-08T04:19:18.567871,9,1,1,4,2,0,0,phishing
EMAIL_000238,verify@micros0ft-account.ru,Bank Security Alert,PayPal security alert. Confirm your information: bit.ly/2e3hkr,2026-07-13T04:19:18.566579,7,1,1,2,1,1,0,phishing
EMAIL_000244,security@google-account.tk,Your Package Delivery Failed,Your Netflix subscription needs updating: bit.ly/blvix9,2026-07-02T04:19:18.566720,6,1,2,3,0,1,0,phishing
EMAIL_000091,noreply@amaz0n-security.com,Click Here to Confirm Your Password,PayPal security alert. Confirm your information: bit.ly/9604np,2026-07-27T04:19:18.559466,7,1,3,5,2,0,0,phishing
EMAIL_000621,team@workplace.com,Meeting Tomorrow at 2PM,Here's the monthly report with our latest metrics and performance analysis.,2026-07-25T04:19:18.577321,11,0,0,0,0,0,0,legitimate
EMAIL_000435,security@google-account.tk,Congratulations! You've Won a Prize,We noticed unusual activity. Please confirm your password: bit.ly/z75lj0,2026-07-15T04:19:18.573222,9,1,1,1,3,1,0,phishing
EMAIL_000930,notifications@app.com,Your Order Confirmation,Welcome to our subscriber community. You'll receive weekly updates on new features.,2026-07-24T04:19:18.583607,12,0,0,0,1,0,0,legitimate
EMAIL_000032,noreply@amaz0n-security.com,Congratulations! You've Won a Prize,Congratulations! You've won $5000. Claim your prize: bit.ly/dkypud,2026-07-25T04:19:18.558067,8,1,3,4,3,0,0,phishing
EMAIL_000455,support@paypa1-verify.com,Congratulations! You've Won a Prize,Confirm receipt of package: bit.ly/pv5wh0,2026-07-03T04:19:18.573843,5,1,1,3,3,0,0,phishing
EMAIL_000622,noreply@company.com,Meeting Tomorrow at 2PM,The team meeting has been rescheduled to Friday at 3 PM. See you then!,2026-07-18T04:19:18.577333,14,0,0,1,0,0,0,legitimate
EMAIL_000782,team@workplace.com,Password Changed Successfully,Here's the monthly report with our latest metrics and performance analysis.,2026-07-19T04:19:18.580458,11,0,0,0,0,0,0,legitimate
EMAIL_000155,help@applesupport-verify.net,Your Account Has Been Compromised,PayPal security alert. Confirm your information: bit.ly/bcz8lh,2026-07-01T04:19:18.564531,7,1,2,2,1,0,0,phishing
EMAIL_000076,admin@bank-security-check.xyz,Bank Security Alert,Your Microsoft account needs immediate attention: bit.ly/b1n1fz,2026-07-28T04:19:18.559118,7,1,2,5,0,1,0,phishing
EMAIL_000081,security@google-account.tk,Your Account Has Been Compromised,Your Netflix subscription needs updating: bit.ly/1yntfl,2026-07-13T04:19:18.559228,6,1,3,3,0,1,0,phishing
EMAIL_000319,verify@micros0ft-account.ru,Refund Pending - Claim Now,PayPal security alert. Confirm your information: bit.ly/rjk8hq,2026-07-04T04:19:18.568535,7,1,1,2,2,1,0,phishing
EMAIL_000763,admin@project.com,Annual Leave Request Approved,Here's the monthly report with our latest metrics and performance analysis.,2026-07-24T04:19:18.580114,11,0,0,0,0,0,0,legitimate
EMAIL_000130,noreply@amaz0n-security.com,Confirm Your Identity Now,Congratulations! You've won $5000. Claim your prize: bit.ly/7ko5wr,2026-07-13T04:19:18.560287,8,1,1,1,4,1,0,phishing
EMAIL_000982,team@workplace.com,New Feature Release Notes,Thank you for attending our webinar. Here's the recording link.,2026-07-23T04:19:18.586014,10,0,0,0,0,0,0,legitimate
EMAIL_000160,admin@bank-security-check.xyz,Your Package Delivery Failed,We noticed unusual activity. Please confirm your password: bit.ly/991rn3,2026-07-01T04:19:18.564711,9,1,1,4,1,0,0,phishing
EMAIL_000885,notifications@app.com,Welcome to Our Newsletter,Attached is the updated project timeline. Please review and provide feedback.,2026-07-04T04:19:18.582731,11,0,0,0,0,0,0,legitimate
EMAIL_000234,verify@micros0ft-account.ru,Your Package Delivery Failed,Amazon detected unauthorized access. Verify your account: bit.ly/d8r6c1,2026-07-06T04:19:18.566483,8,1,3,4,1,0,0,phishing
EMAIL_000560,support@service.com,Your Order Confirmation,We've improved our security. No action needed from you.,2026-07-21T04:19:18.576156,9,0,0,0,1,0,0,legitimate
EMAIL_000872,hr@company.com,Password Changed Successfully,We've improved our security. No action needed from you.,2026-07-28T04:19:18.582353,9,0,0,1,0,0,0,legitimate
EMAIL_000820,admin@project.com,Welcome to Our Newsletter,Here's the monthly report with our latest metrics and performance analysis.,2026-07-27T04:19:18.581324,11,0,0,0,0,0,0,legitimate
EMAIL_000276,noreply@amaz0n-security.com,Action Required: Unusual Activity Detected,Your payment method has expired. Update it now: bit.ly/08wb1o,2026-07-06T04:19:18.567547,9,1,3,1,1,1,0,phishing
EMAIL_000950,team@workplace.com,Meeting Tomorrow at 2PM,Welcome to our subscriber community. You'll receive weekly updates on new features.,2026-07-27T04:19:18.585298,12,0,0,0,0,0,0,legitimate
EMAIL_000433,support@paypa1-verify.com,Click Here to Confirm Your Password,Your payment method has expired. Update it now: bit.ly/76l68u,2026-07-24T04:19:18.573186,9,1,3,4,3,0,0,phishing
EMAIL_000905,notifications@app.com,Password Changed Successfully,"Your password has been successfully changed. If this wasn't you, contact support.",2026-07-01T04:19:18.583070,12,0,0,0,0,0,0,legitimate
EMAIL_000533,newsletter@brand.com,Your Reservation Confirmation,"Hi, just wanted to follow up on our discussion. Looking forward to the meeting tomorrow.",2026-07-02T04:19:18.575557,15,0,0,1,1,0,0,legitimate
EMAIL_000720,orders@store.com,Project Update - Q3 Results,Attached is the updated project timeline. Please review and provide feedback.,2026-07-03T04:19:18.579271,11,0,0,0,0,0,0,legitimate
EMAIL_000403,security@google-account.tk,Your Package Delivery Failed,Your payment method has expired. Update it now: bit.ly/iynwjj,2026-07-04T04:19:18.572446,9,1,2,2,1,0,0,phishing
EMAIL_000207,security@google-account.tk,Update Payment Method Required,Your Microsoft account needs immediate attention: bit.ly/b41oj9,2026-07-14T04:19:18.565879,7,1,3,1,1,0,0,phishing
EMAIL_000140,support@paypa1-verify.com,Bank Security Alert,Click here immediately to verify your account before it gets suspended: bit.ly/i6slbz,2026-07-28T04:19:18.560463,12,1,1,3,2,1,0,phishing
EMAIL_000602,admin@project.com,Meeting Tomorrow at 2PM,Thank you for attending our webinar. Here's the recording link.,2026-07-26T04:19:18.576968,10,0,0,1,0,0,0,legitimate
EMAIL_000994,notifications@app.com,Annual Leave Request Approved,Here's the monthly report with our latest metrics and performance analysis.,2026-07-17T04:19:18.586217,11,0,0,1,0,0,0,legitimate
EMAIL_000196,noreply@amaz0n-security.com,Update Payment Method Required,Your payment method has expired. Update it now: bit.ly/3fc05l,2026-07-06T04:19:18.565647,9,1,1,2,1,1,0,phishing
EMAIL_000293,admin@bank-security-check.xyz,Your Account Has Been Compromised,We noticed unusual activity. Please confirm your password: bit.ly/yl06z1,2026-07-15T04:19:18.567886,9,1,3,2,1,1,0,phishing
EMAIL_000773,hr@company.com,Your Order Confirmation,The team meeting has been rescheduled to Friday at 3 PM. See you then!,2026-07-27T04:19:18.580279,14,0,0,0,1,0,0,legitimate
EMAIL_000404,support@paypa1-verify.com,Your Account Has Been Compromised,Confirm receipt of package: bit.ly/bzncur,2026-07-15T04:19:18.572471,5,1,3,1,1,0,0,phishing
EMAIL_000873,support@service.com,Your Reservation Confirmation,Attached is the updated project timeline. Please review and provide feedback.,2026-06-29T04:19:18.582364,11,0,0,1,1,0,0,legitimate
EMAIL_000255,admin@bank-security-check.xyz,Congratulations! You've Won a Prize,Your Microsoft account needs immediate attention: bit.ly/jy6z1u,2026-07-16T04:19:18.567037,7,1,1,1,2,1,0,phishing
EMAIL_000307,verify@micros0ft-account.ru,Action Required: Unusual Activity Detected,We noticed unusual activity. Please confirm your password: bit.ly/ewnh4b,2026-07-28T04:19:18.568249,9,1,1,5,1,1,0,phishing
EMAIL_000372,support@paypa1-verify.com,Your Account Has Been Compromised,Amazon detected unauthorized access. Verify your account: bit.ly/d2zwo7,2026-07-18T04:19:18.571784,8,1,1,3,1,1,0,phishing
EMAIL_000429,support@paypa1-verify.com,Bank Security Alert,Click here immediately to verify your account before it gets suspended: bit.ly/oaj6b4,2026-07-17T04:19:18.573083,12,1,2,3,2,0,0,phishing
EMAIL_000881,orders@store.com,Your Order Confirmation,We've improved our security. No action needed from you.,2026-07-26T04:19:18.582682,9,0,0,1,1,0,0,legitimate
EMAIL_000631,support@service.com,Project Update - Q3 Results,Welcome to our subscriber community. You'll receive weekly updates on new features.,2026-07-05T04:19:18.577550,12,0,0,0,0,0,0,legitimate
EMAIL_000745,newsletter@brand.com,Your Reservation Confirmation,Here's the monthly report with our latest metrics and performance analysis.,2026-07-23T04:19:18.579757,11,0,0,0,1,0,0,legitimate
EMAIL_000401,support@paypa1-verify.com,Your Package Delivery Failed,We noticed unusual activity. Please confirm your password: bit.ly/d3q003,2026-07-06T04:19:18.572383,9,1,3,2,1,1,0,phishing
EMAIL_000482,admin@bank-security-check.xyz,Refund Pending - Claim Now,IRS tax refund ready for pickup. Claim here: bit.ly/obrgbf,2026-07-09T04:19:18.574511,9,1,1,5,1,1,0,phishing
EMAIL_000767,admin@project.com,Password Changed Successfully,Thank you for your order! Your item will be shipped within 2 business days.,2026-07-28T04:19:18.580200,14,0,0,1,0,0,0,legitimate
EMAIL_000163,admin@bank-security-check.xyz,Update Payment Method Required,PayPal security alert. Confirm your information: bit.ly/xe5jqu,2026-07-14T04:19:18.564760,7,1,2,5,2,0,0,phishing
EMAIL_000717,notifications@app.com,New Feature Release Notes,Attached is the updated project timeline. Please review and provide feedback.,2026-07-04T04:19:18.579202,11,0,0,1,0,0,0,legitimate
EMAIL_000393,verify@micros0ft-account.ru,Update Payment Method Required,PayPal security alert. Confirm your information: bit.ly/167u73,2026-07-02T04:19:18.572191,7,1,3,2,2,1,0,phishing
EMAIL_000491,admin@bank-security-check.xyz,Your Package Delivery Failed,Amazon detected unauthorized access. Verify your account: bit.ly/mdinxz,2026-07-13T04:19:18.574715,8,1,1,1,1,0,0,phishing
EMAIL_000692,orders@store.com,Password Changed Successfully,Welcome to our subscriber community. You'll receive weekly updates on new features.,2026-07-04T04:19:18.578744,12,0,0,1,1,0,0,legitimate
EMAIL_000528,team@workplace.com,Your Reservation Confirmation,The team meeting has been rescheduled to Friday at 3 PM. See you then!,2026-07-04T04:19:18.575491,14,0,0,0,1,0,0,legitimate
EMAIL_000115,admin@bank-security-check.xyz,Bank Security Alert,PayPal security alert. Confirm your information: bit.ly/zx6bwk,2026-07-15T04:19:18.559986,7,1,1,3,1,1,0,phishing
EMAIL_000127,support@paypa1-verify.com,Congratulations! You've Won a Prize,Confirm receipt of package: bit.ly/pi3lua,2026-07-03T04:19:18.560242,5,1,3,3,3,1,0,phishing
EMAIL_000890,newsletter@brand.com,Your Order Confirmation,Your subscription has been renewed. Thank you for your continued support.,2026-07-27T04:19:18.582835,11,0,0,0,1,0,0,legitimate
EMAIL_000954,admin@project.com,Your Reservation Confirmation,Attached is the updated project timeline. Please review and provide feedback.,2026-07-27T04:19:18.585354,11,0,0,0,1,0,0,legitimate
EMAIL_000267,help@applesupport-verify.net,Confirm Your Identity Now,IRS tax refund ready for pickup. Claim here: bit.ly/nx07i9,2026-07-12T04:19:18.567311,9,1,3,1,2,1,0,phishing
EMAIL_000309,security@google-account.tk,Confirm Your Identity Now,Your Microsoft account needs immediate attention: bit.ly/8olgei,2026-07-18T04:19:18.568281,7,1,3,3,1,0,0,phishing
EMAIL_000302,support@paypa1-verify.com,Bank Security Alert,Congratulations! You've won $5000. Claim your prize: bit.ly/n78y46,2026-07-23T04:19:18.568091,8,1,2,1,3,1,0,phishing
EMAIL_000071,noreply@amaz0n-security.com,Bank Security Alert,Click here immediately to verify your account before it gets suspended: bit.ly/nbwxpb,2026-07-15T04:19:18.558958,12,1,2,5,2,1,0,phishing
